id,title,topic_name,category_name,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.077854466Z   Attempting uninstall: pandas,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.077862266Z     Found existing installation: pandas 1.3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.077868716Z     Uninstalling pandas-1.3.5:,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.077880367Z       Successfully uninstalled pandas-1.3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.077886507Z   Attempting uninstall: mlflow,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.077892507Z     Found existing installation: mlflow 1.24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.077897897Z     Uninstalling mlflow-1.24.0:,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.077903647Z       Successfully uninstalled mlflow-1.24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.077915077Z Successfully installed Flask-1.1.2 Flask-OpenTracing-1.1.0 Flask-cors-3.0.10 Jinja2-2.11.3 PyYAML-5.4.1 attrs-21.4.0 cffi-1.15.0 click-8.0.4 cryptography-3.4.8 flatbuffers-1.12 grpcio-1.44.0 grpcio-opentracing-1.1.4 grpcio-reflection-1.34.1 itsdangerous-1.1.0 jaeger-client-4.4.0 jsonschema-3.2.0 markupsafe-1.1.1 mlflow-1.23.1 opentracing-2.4.0 pandas-1.1.5 prometheus-client-0.8.0 pycparser-2.21 pyrsistent-0.18.1 seldon-core-1.13.1 threadloop-1.0.2 thrift-0.15.0 tornado-6.1 urllib3-1.26.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.077964248Z ,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.762090177Z /opt/conda/lib/python3.7/site-packages/requests/__init__.py:91: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (3.0.4) doesn t match a supported version!,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.762134008Z   RequestsDependencyWarning),,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.823494075Z Activating Conda environment  mlflow ,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:21.937705178Z starting microservice,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121642288Z Traceback (most recent call last):,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121673878Z   File  /opt/conda/envs/mlflow/bin/seldon-core-microservice , line 5,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121679718Z     from seldon_core.microservice import main,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121684648Z   File  /opt/conda/envs/mlflow/lib/python3.7/site-packages/seldon_core/microservice.py , line 17,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121690798Z     from seldon_core import wrapper as seldon_microservice,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121694908Z   File  /opt/conda/envs/mlflow/lib/python3.7/site-packages/seldon_core/wrapper.py , line 6,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121699128Z     from flask import Flask, Response, send_from_directory,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121702908Z   File  /opt/conda/envs/mlflow/lib/python3.7/site-packages/flask/__init__.py , line 21,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121706878Z     from .app import Flask,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121710958Z   File  /opt/conda/envs/mlflow/lib/python3.7/site-packages/flask/app.py , line 32,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121716448Z     from werkzeug.wrappers import BaseResponse,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30T13:19:22.121722689Z ImportError: cannot import name  BaseResponse  from  werkzeug.wrappers  (/opt/conda/envs/mlflow/lib/python3.7/site-packages/werkzeug/wrappers/__init__.py),,,,,,,,,,,,,,,,,,,,,,,,,,
```,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
## Proposed Solution,,,,,,,,,,,,,,,,,,,,,,,,,,
Looking to the logs and investigating, I ve seen that the Werkzeug dependency has been updated two days ago and that the BaseResponse class is missing. The fix that I have currently as a workaround is to specifically target the Werkzeug version 2.0.3 in the conda.yaml file. It seems that it is uninstalling the correct Flask version (2.1.0) for some reason and installing version 1.1.2.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Could you please have a look to this issue?",Dependency,,,,,,,,,,,,,,,,,,,,,,,,,
1533,[BUG] Unable to Build an Azure ML Container Image for an MLflow model,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1534,`mlflow.pyfunc.PythonModel`s referencing multiple artifacts with distinct uris but common sub-paths do not work as expected,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1535,Unable to deploy mlflow model on Azure ML,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1536,[BUG] MLflow quickstart reporting failure,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1537,MLFLOW Server or MLFLOW BUILD DOCKER,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1538,[BUG] Documentation improvement: mlflow.search_runs(experiment_name=[ name ]) should be mlflow.search_runs(experiment_names=[ name ]) ,Documentation,Support,,,,,,,,,,,,,,,,,,,,,,,
1539,[BUG] mlflow ui never runs,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1540,[BUG] running an Mlflow Project from github URL with  main  branch instead of  master ,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1541,plots are not saving through MLFLOW,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1542,Error running MLflow server for spark saved model (using mlflow) in local[BUG],Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1543,Error running MLflow server for spark saved model (using mlflow) in[BUG],Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1544,[BUG]  sparkDriver  Error by running MLflow server for spark saved model ,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1545,[BUG]  exception Object of type _EnvManager is not JSON serializable  when I execute  mlflow run -b databricks  MLFlow 1.25.1,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1546,`dagster-mlflow` requires incompatible versions of `Jinja2`,Dependency,Component,,,,,,,,,,,,,,,,,,,,,,,
1547,[BUG] Delete temporary directory and its content created by mlflow.pytorch.load_state_dict,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1548,[BUG] Computing SHAP explanations fails during mlflow.evaluate(),Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1549,Incorrect check for MLFlow active run in MLflowCallback,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1550,[BUG] mlflow autologging with mlflow skinny broken in recent versions,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1551,[BUG] MLflow UI 1.25.1  No Experiments Exist  bug,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1552,[BUG] mlflow.pyfunc.get_model_dependencies raises exception when using `model:/<model_name>/<version>`,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1553,[BUG]mlflow gc command raise exception when serve-artifacts as local file,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1554,kedro-mlflow is broken with kedro==0.18.1,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1555,create mlflow container in azure storage,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1556,"[BUG] If a git tree has no master branch, but it does have a main branch  mlflow run  fails",Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1557,[python-mlflow] missing dependency python-azure-storage-blob,Dependency,Component,,,,,,,,,,,,,,,,,,,,,,,
1558,[python-mlflow] unable to resolve npm modules/deps,Dependency,Component,,,,,,,,,,,,,,,,,,,,,,,
1559,[BUG] mlflow run: pip option  --index-url  not copied to the generated requirements.txt file,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1560,mlflow ui doesn t show any models,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1561,[AIR] MLflow integration polish ,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1562,[BUG] mlflow deployments create can fail (k8s/Helm),Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1563,Can t import mlflow due to protobuf update to version 4.21 [BUG],Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1564,[BUG] The intermediate state of MLflow is incorrect.,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1565,[BUG] Loading mlflow model using spark_udf fails on Databricks with cannot import name  _SparkDirectoryDistributor ,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1566,[BUG] mlflow.projects.run can t recognize local URI,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1567,MLflow logger not working with textcat,Dependency,Component,,,,,,,,,,,,,,,,,,,,,,,
1568,[BUG]   env_activate_cmd  referenced before assignment when using mlflow models build-docker --env-manager=local,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1569,[BUG] WARNING mlflow.utils.environment: Encountered an unexpected error while inferring pip requirements,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1570,[BUG] Nested `MlflowException` when calling `mlflow.set_experiment()` on a RestStore endpoint that requires authentication,Execution,Environment,,,,,,,,,,,,,,,,,,,,,,,
1571,Azure ML CLI v2 submit ML Job failed.  command:  az ml job create -f jobs/basics/hello-mlflow.yml --web,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1572,How to pass local mlflow model path in ModelUri in Seldon yaml file?,Installation,Environment,,,,,,,,,,,,,,,,,,,,,,,
1573,[BUG] `mlflow gc` fails in deleting runs from postgres backend store due to foreign key constraints,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1574,[BUG] `mlflow.spark.log_model` produces sparkml folder with only SUCCESS files with s3 as artifact store,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1575,[BUG] mlflow.tensorflow.autolog(log_model=False) doesn t log earlystopping callback ,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1576,kedro mlflow init displays a wrong sucess message when the env folder does not exist,Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1577,[mlflow] Run chart-testing (lint) step returns Error validating maintainer 404 Not Found error,Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1578,[BUG] mlflow deployments cli predict help menu broken,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1579,MlFlow load model form azure blob error: blob doesn t exist,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1580,[BUG] MLFlow - NGINX - Docker,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1581,[BUG] mlflow run local filedirectory is broken in v1.27.0,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1582,[BUG] FileNotFoundError: [WinError 2] The system cannot find the file specified when running mlflow pipelines run --profile local,Pipeline,Component,,,,,,,,,,,,,,,,,,,,,,,
1583,[BUG] Batch inference with mlflow.pyfunc.spark_udf fails against timestamp input data types,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1584,After setting up MLFlow server (in `Services`) the session won t start ,Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1585,[mlflow] Extra args broken,Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1586,[Bug] [MLflow plugin] The task running status is incorrect,Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1587,MLflow open api spec download link is malformed,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1588,[Tune] MLFlow Mixin + Optuna - Metric already logged,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1589,[Bug] [MLflow Task plugin] Sometimes errors are reported using preset algorithms,Execution,Environment,,,,,,,,,,,,,,,,,,,,,,,
1590,MLflow fails to log to a tracking server,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1591,Issues with mlflow sagemaker deploy,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1592,[BUG] mlflow::mlflow_download_artifacts_from_uri() does not remove all relevant piece of the output,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1593,[BUG] MLFlow Pipelines Open fails on Linux,Pipeline,Component,,,,,,,,,,,,,,,,,,,,,,,
1594,[BUG] Failing to download large artifacts through mlflow dashboard,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1595,[mlflow] Use port name instead of port number in ServiceMonitor ,Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1596,[BUG]: pycaret + mlflow integration does not allow probabilities for classification and binary response models,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1597,[RayTune] MLFlow Mixin ignoring experiment_id configuration,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1598,[BUG] MLflow Pipelines cannot get active spark session in Jupyter notebook,Pipeline,Component,,,,,,,,,,,,,,,,,,,,,,,
1599,[BUG]: mlflow incorrectly logging models  Lasso Least Angle Regression  and  Least Angle Regression ,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1600,[BUG] MLflow Pipelines fails if space found in the repository Path (make: *** No rule to make target),Pipeline,Component,,,,,,,,,,,,,,,,,,,,,,,
1601,[BUG]: MLflow server integration,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1602,[BUG] mlflow models predict SyntaxError on Windows,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1603,[mlflow] model artifacts not saved in remote s3 artifact store,Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1604,[Tune][Air] MLFlow Callback is incompatible with PB2,Dependency,Component,,,,,,,,,,,,,,,,,,,,,,,
1605,dbx deploy fails due to mlflow experiment not found,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1606,[BUG]mlflow model use more memory and can t release the used memmory,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1607,"To fetch experiments, use new MlflowClient.search_experiments() of MLflow 1.28.0",Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1608,[mlflow] Migration Job should run before upgrade,Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1609,[BUG] mlflow-artifacts path prefix cause error in docker,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1610,[BUG] mlflow.evaluate() fails for dataframes containing non-string column names,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1611,[BUG]icon of deleting experiment is gone on MLflow 1.28.0,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1612,[BUG] Duplicate _SPARK_MODEL_PATH_SUB in mlflow.spark.log_model,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1613,Mlflow UI deployment error,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1614,"[BUG]MlflowException: Detected out-of-date database schema (found version bd07f7e963c5, but expected cc1f77228345). Mlflow 1.28",Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1615,"[BUG]mlflow project run with backend kubernetes crashs, due to a error during docker image push",Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1616,[BUG] ValueError: Enum ErrorCode has no value defined for name  403  in mlflow.set_experiment(),Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1617,[BUG] mlflow installation error in R studio,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1618,[BUG] mlflow_ui() doesn t work as expected,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1619,[BUG] mlflow.tensorflow.autolog cannot log custom object,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1620,[BUG] pos_label param in mlflow.sklearn.autolog not working properly,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1621,running mlflow>1.28 projects causes mlflow not found error,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1622,[BUG] using git tags in `mlflow run --version TAG` fails,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1623,[BUG]: Runs recorded in MLflow nests all recursively,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1624,not compatible with mlflow v1.28.0,Dependency,Component,,,,,,,,,,,,,,,,,,,,,,,
1625,[BUG] Docker container built using mlflow build-docker throws  413 Request Entity Too Large  on inferencing data above 5m.,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1626,"[BUG] Unable to import mlflow from Jupyter Lab, even though mlflow library is installed in conda env (Windows)",Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1627,[BUG] Unable to log complete sklearn model to mlflow,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1628,[BUG] Unable to run downloaded model from mlflow,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1629,[BUG] `mlflow model serve` not working in Docker,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1630,[SETUP-BUG] dockerized local setup: Artifacts not showing in MLflow UI,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1631,[BUG] Exception running mlflow.pyfunc.load_model with custom Python model,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1632,kedro mlflow ui gets a FileNotFoundError,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1633,[BUG] mlflow-skinny not recognized as mlflow requirement when saving model,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1634,[BUG] model can t be registered on MLFLOW,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1635,    import mlflow.sklearn ModuleNotFoundError: No module named  mlflow.sklearn ;  mlflow  is not a package,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1636,Why kedro-viz needs connection to mlflow to open?,Connection,Support,,,,,,,,,,,,,,,,,,,,,,,
1637,[BUG] Unexpected behaviour when authenticating to remote MLFlow server from Snakemake,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1638,mlflow server fail on conda env create,Dependency,Component,,,,,,,,,,,,,,,,,,,,,,,
1639,Exception using SDV with mlflow.pyfunc.load_model custom Python model,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1640,"on qrun: mlflow.exceptions.MlflowException: Param value .... had length 780, which exceeded length limit of 500  ",Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1641,Conda proxy config for MLflow Server,Execution,Environment,,,,,,,,,,,,,,,,,,,,,,,
1642,[BUG] MLFLOW_S3_ENDPOINT_URL  is ignored,Execution,Environment,,,,,,,,,,,,,,,,,,,,,,,
1643,"[BUG] mlflow autolog failed to log xgboost metrics like train_mse, train_mae etc",Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1644,"[BUG] 1.30: mlflow.exceptions.RestException: BAD_REQUEST: (sqlite3.IntegrityError) UNIQUE constraint failed: tags.key, tags.run_uuid",Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1645,[BUG] mlflow server doesnot start without default-artifact-root argument,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1646,[BUG] mlflow sagemaker build-and-push-concontainer cmd fail with docker 4.13.0 version on mac m1 pro 16,Execution,Environment,,,,,,,,,,,,,,,,,,,,,,,
1647,bug: failed to containerize when using mlflow,Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1648,"[AIR, callbacks] _MLflowLoggerUtil incompatible with DB MLflow backend",Dependency,Component,,,,,,,,,,,,,,,,,,,,,,,
1649,[BUG]: Runs recorded in MLflow nests all recursively when [full] installed,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1650,[BUG] MLflow with ray starts another experiment,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1651,[BUG] log_explanation failed due to type cast in `_enforce_mlflow_datatype`,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1652,MLflow cloned repository is not working when deployed using docker image,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1653,[BUG] MLflow REST API incorrectly reports  database down  as BAD_REQUEST (HTTP 400) error,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1654,MLFlow Error 409 when deploying --assets-only,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1655,MLFlow+Flyte+Pytorch: Encountered an unexpected error while inferring pip requirements,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1656,[BUG] Mlflow runs do not persist across files,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1657,[BUG] mlflow.spark.load_model fails with NotADirectoryError ,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1658,MLflow is not working after latest release 2.0.0,Execution,Environment,,,,,,,,,,,,,,,,,,,,,,,
1659,[BUG] MLFlow experiments loading,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1660,[BUG] Downloading an artifact from a remote MLflow results in  Connection broken: IncompleteRead ,Connection,Support,,,,,,,,,,,,,,,,,,,,,,,
1661,[SETUP-BUG] - MLFlow / Google Colab compatibility issues.,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1662,[SETUP-BUG] MLFlow 1.22 installs MLFlow 2.0 for serving models,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1663,MLflow cli endpoint example out of date with new syntax from breaking changes in yaml (last updated May 11),Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1664,nyc-taxi-mlflow-deployment.yml refers to a folder that doesn t exists,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1665,[BUG] cannot load synapseML LightGBM model using MLflow,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1666,[FR] mlflow.artifacts.download_artifacts throws  cannot schedule new futures after interpreter shutdown  in Python 3.10,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1667,[Tune] ray.tune and mlflow integration,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1668,[BUG]: Unable to Start DFP Production MLFlow Server,Dependency,Component,,,,,,,,,,,,,,,,,,,,,,,
1669,Cannot send mlflow logs to the Windows sftp server ,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1670,[BUG] Log_model required  artifact_path  while  default-artifact-root  of MLflow server was defined as an S3 storage,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1671,"[BUG] MLflow Tracking server with proxied artifact access fails with `ValueError: not enough values to unpack (expected 2, got 1)`",Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1672,[BUG]mlflow run_recipe_step raising an error  The system cannot find the file specified (mlflowecipesecipe.py:87),Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1673,Notebook-MLFlow integration by poddefaults exposes minio access-key and secret-key,Installation,Environment,,,,,,,,,,,,,,,,,,,,,,,
1674, mlflow models predict  CLI command no longer works,Execution,Environment,,,,,,,,,,,,,,,,,,,,,,,
1675,MLflow v2 protocol elasticnet wine example - No module named  sklearn ,Execution,Environment,,,,,,,,,,,,,,,,,,,,,,,
1676,[BUG] Can t train via CLI command `mlflow run .`.  No such file or directory.,Configuration,Environment,,,,,,,,,,,,,,,,,,,,,,,
1677,"[BUG]: Helm fetch command for ai-engine,sdk-helper and mlflow includes the 22.09 release instead of 22.11",Authoriaztion,Support,,,,,,,,,,,,,,,,,,,,,,,
1678,[BUG] Mlflow returns error 504 after uploading large files (800MB +). Error with mlflow.log_artifact(),Execution,Environment,,,,,,,,,,,,,,,,,,,,,,,
1679,Fix logging of parameters on Mlflow,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1680,[BUG] MLFlow UI fails to load experiment artifacts stored in remote HDFS,Model management,Model,,,,,,,,,,,,,,,,,,,,,,,
1681,MLFlow UI doesn t display artifacts with save_dir specification in MLFlowLogger,Model training,Model,,,,,,,,,,,,,,,,,,,,,,,
1682,[BUG]: Pycaret does not handle nested runs properly with MLflow,Model monitoring,Model,,,,,,,,,,,,,,,,,,,,,,,
1683,dvc.fs.Path.parts wrong results,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1684,dvc.fs.Path.parts includes sep after drive letter for windows style,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1685,`--force` not allowed during `dvc move`,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1686,dvc repro keeps adding target files with brackets to .gitignore,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1687,`dvc exp run` prints exception message twice,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1688, None  does not contain DVC directory,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1689,url path for webdav push gets duplicated in dvc versions >=2.9.0,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1690,dvc repro: Pipelines (templating) and parameters - dvc looks in different directories for them?,Pipeline,Component,,,,,,,,,,,,,,,,,,,,,,,
1691,dvc.api.open: Will ignore remote option if a default remote is set in config.,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1692,DVC 2.9.3 has a bug in the dvc daemon patch,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1693,`dvc destroy` leaves `.dvcignore` behind,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1694,`dvc add -o`: doesn t add to `.gitignore`,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1695,Does `dvc get` need to hold open all the files it tries to download?,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1696,`dvc exp apply` fails with submodule in working directory,Dependency,Component,,,,,,,,,,,,,,,,,,,,,,,
1697,dvc file data size changes in windows and ubuntu,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1698,dvc pull: from Azure fails only on Windows10 machine,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1699,dvc import: Cannot import file generated by foreach loop,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1700,fds fails to pull dvc on windows,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1701,pull: DVC installed via Ubuntu .deb fails to pull from S3 remote but DVC installed via pip works,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1702,`dvc get` with ssh fails on 2.10,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1703,dvc exp run --queue does not use local credentials on config.local,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1704,Webview cannot be re-opened if it was closed before extension finds DVC,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1705,Do not try to initialize extension when workspace in not a DVC repo,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1706,DVC fails adding a second time when the cache dir is external,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1707,add: Repeated `dvc add` clears executable flag from files (`cache.type = copy`),Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1708,DVC add giving error,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1709,Errors on `dvc get --show-url` after update from 2.7.4 to 2.10.1,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1710,dvc exp run: failing with [merge] ff.only in git config,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1711,`dvc dag --dot`: Reverse order,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1712,`dvc install` on windows terminal results in bad hooks,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1713,Extension doesn t detect DVC after it s installed into the virtual env,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1714,Files underneath a DVC-tracked directory are not properly decorated,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
1715,`dvc push --run-cache`: Remote storage run-cache does not seem to be updated,Data management,Data,,,,,,,,,,,,,,,,,,,,,,,
